price,availability_365,calculated_host_listings_count,minimum_nights
50,0,1,1
60,0,1,30
60,0,1,1
75,119,2,4
175,180,50,30
33,0,1,6
175,147,50,30
119,156,2,60
148,264,29,30
77,71,1,6
118,17,1,3
350,76,1,3
170,0,1,3
60,95,1,1
105,0,1,2
100,56,1,4
50,156,4,2
65,110,1,1
245,13,1,3
80,0,2,1
155,0,1,1
40,89,2,6
50,0,1,1
40,0,2,7
254,0,1,2
80,312,1,5
299,180,1,2
67,307,5,3
110,0,2,2
150,0,1,1
75,0,1,7
80,0,2,1
800,0,1,3
48,93,7,90
52,0,1,6
200,0,1,2
37,0,5,2
200,0,1,1
45,207,3,2
119,180,3,3
60,45,2,2
259,0,2,2
55,364,2,5
25,82,7,1
90,0,1,2
98,55,1,1
149,0,4,1
515,0,1,3
137,126,1,4
70,142,1,2
60,0,2,4
200,28,1,3
50,45,2,2
45,8,2,3
125,0,1,2
45,0,1,2
45,0,1,2
112,0,1,3
55,0,1,1
105,0,1,2
175,0,1,3
65,189,2,2
96,0,1,2
78,0,1,4
120,0,1,3
49,0,1,7
66,63,4,2
95,345,1,1
43,0,1,3
70,2,1,1
265,41,1,2
44,87,4,4
35,0,1,2
55,0,1,1
100,0,2,2
123,131,2,2
100,0,1,3
200,281,33,31
50,179,2,1
75,364,3,1
225,258,1,3
51,276,1,2
45,0,1,7
125,0,1,3
88,34,1,1
70,16,1,2
55,0,1,2
104,0,1,1
90,17,1,2
59,0,5,1
55,57,1,7
175,176,2,1
1500,256,6,3
199,61,2,2
150,0,1,3
145,9,1,3
220,0,1,3
105,258,1,10
185,0,1,3
45,0,2,3
115,38,1,2
90,365,1,6
200,70,1,2
160,0,1,2
35,0,1,26
200,274,2,1
129,0,1,30
1067,32,1,2
120,0,1,12
105,0,1,1
36,311,26,2
100,0,1,2
74,8,1,4
68,0,1,2
122,220,1,1
200,0,1,5
85,0,1,1
71,194,2,7
50,0,1,1
138,66,1,2
39,223,2,2
158,142,1,1
195,0,1,1
80,0,1,3
38,171,2,2
134,130,1,4
70,98,1,2
50,179,8,1
60,0,1,2
79,263,1,3
150,0,1,6
50,0,1,1
46,0,1,1
65,0,1,3
51,0,2,1
176,64,1,3
60,81,1,3
95,60,1,2
60,0,1,1
350,47,1,6
125,156,1,1
170,0,1,1
350,0,1,2
40,365,5,3
42,43,1,8
103,189,1,3
165,153,1,3
128,0,1,5
250,166,1,2
60,73,1,1
109,0,1,2
465,0,1,4
100,0,1,1
40,0,2,14
45,0,2,30
85,189,1,3
85,159,2,2
225,0,1,3
65,365,2,5
55,0,1,6
59,0,1,3
225,80,1,2
200,0,1,5
200,8,1,3
55,137,3,1
180,0,1,2
115,183,1,30
185,85,1,2
50,0,1,3
218,9,1,4
99,0,1,1
70,0,3,1
99,362,1,2
100,224,1,3
150,242,3,4
35,0,2,1
75,0,1,2
250,0,1,1
78,41,1,2
250,0,1,4
117,332,1,7
179,5,1,3
1599,0,1,30
49,251,1,2
85,310,5,1
80,0,1,2
350,104,1,2
100,0,1,5
125,0,1,6
65,0,1,21
80,179,1,1
220,0,1,3
100,3,1,2
300,0,2,2
40,0,1,7
389,105,1,6
45,0,1,14
90,117,1,30
60,19,1,10
49,332,1,2
51,0,2,1
125,341,1,1
52,365,2,1
110,9,2,3
38,188,2,4
60,0,1,5
55,3,1,6
119,50,4,3
121,0,1,5
89,0,1,2
60,0,1,7
80,104,1,4
60,0,2,2
90,0,1,20
115,66,1,30
350,0,1,3
85,49,3,1
55,0,1,1
61,109,1,2
95,0,1,6
35,0,1,2
150,40,1,3
350,51,1,7
48,0,1,3
165,0,1,2
45,0,1,8
200,0,1,2
75,280,1,1
279,0,1,2
300,0,1,2
400,77,4,1
80,240,2,1
125,0,1,10
28,0,1,1
140,0,1,2
101,364,1,2
43,90,4,2
424,31,1,21
80,0,1,1
170,0,1,3
60,0,1,3
1000,0,1,1
125,1,1,5
115,7,1,3
36,106,1,28
49,8,2,1
108,50,1,7
578,240,1,5
40,0,1,5
50,0,5,1
55,0,1,10
46,0,1,3
150,125,1,2
39,136,4,1
100,99,1,2
36,0,1,25
113,69,3,30
300,2,1,14
50,0,2,1
115,220,1,88
100,0,1,2
99,179,6,3
120,88,2,5
175,0,1,3
125,140,91,30
100,345,31,30
53,357,1,180
29,73,7,1
70,179,1,2
52,0,2,3
105,179,3,3
29,0,1,2
110,179,3,3
80,86,1,2
31,0,1,25
320,179,1,1
40,0,2,4
70,0,1,5
104,65,2,2
100,180,1,7
1200,0,1,7
37,0,2,2
40,2,1,10
207,0,1,1
150,0,1,10
180,0,1,1
90,0,1,3
36,318,26,2
80,0,1,2
145,59,1,2
33,15,2,2
68,332,5,20
70,0,1,7
67,0,1,3
175,0,1,2
100,0,1,2
180,57,1,30
200,0,1,2
160,0,1,4
130,0,1,8
70,0,1,3
300,333,1,3
45,0,1,5
69,0,1,2
290,66,1,3
99,87,1,7
149,364,1,30
100,0,1,3
100,77,1,3
95,0,1,5
200,0,1,2
70,0,1,2
75,19,2,1
49,359,2,1
89,0,1,2
74,359,2,1
65,11,2,1
100,0,1,3
50,4,1,1
79,0,2,1
950,237,3,3
350,364,49,30
188,144,1,3
50,175,1,1
475,343,49,30
105,12,1,3
225,40,1,4
40,0,1,10
185,0,1,1
90,0,1,2
250,0,1,30
119,0,1,60
150,0,1,14
275,0,1,1
125,332,16,30
60,66,2,3
42,218,2,1
130,48,1,7
66,0,1,2
109,179,2,3
90,7,2,2
89,333,1,1
600,64,1,5
250,0,1,28
278,35,1,2
800,68,1,7
70,89,2,1
275,0,1,1
195,0,1,2
50,0,1,3
45,0,1,5
62,0,1,3
150,0,1,2
98,30,1,3
236,314,1,2
250,0,1,6
200,0,1,1
195,0,1,2
90,62,1,7
128,305,1,3
44,286,1,5
75,0,1,3
100,0,1,2
90,44,1,15
60,154,2,5
250,151,1,28
349,264,3,4
101,0,1,7
120,53,1,1
86,20,1,2
30,365,6,30
40,36,1,1
106,364,1,1
40,311,5,2
30,365,6,30
52,302,3,3
147,0,1,1
200,0,1,3
70,0,1,2
37,152,2,1
249,0,1,3
70,48,1,3
225,310,87,30
135,0,1,3
150,91,1,30
108,23,1,10
225,8,2,4
59,30,2,1
115,3,1,3
35,312,4,28
1000,90,2,1
55,365,6,30
280,0,1,4
100,0,1,4
55,25,1,3
70,173,1,3
219,0,1,4
45,310,4,28
40,0,1,10
60,0,1,1
150,5,1,3
150,106,1,2
50,0,7,1
200,0,1,1
119,279,1,2
280,0,1,7
160,0,1,7
60,13,1,2
125,0,1,3
37,0,1,2
98,0,1,12
128,329,1,1
100,22,1,5
120,340,2,1
90,0,1,1
147,0,2,2
60,37,1,1
115,67,2,6
110,0,1,3
155,157,3,4
275,0,1,6
150,0,2,1
159,0,1,3
200,178,1,1
135,155,3,4
89,0,1,3
80,10,1,2
60,180,5,1
45,0,5,2
60,0,1,2
99,29,1,2
120,0,1,1
219,59,1,3
65,0,1,3
215,0,1,3
90,64,1,1
51,7,2,1
170,249,2,18
90,125,2,1
50,0,1,1
79,46,3,1
39,344,3,3
65,321,3,3
80,158,2,2
120,0,2,4
52,242,1,4
70,87,1,1
120,0,1,1
315,0,1,2
125,65,1,1
399,112,1,3
72,0,1,30
239,188,1,5
200,215,1,4
110,161,1,2
80,64,1,5
118,0,1,3
37,0,1,3
77,12,1,2
100,28,1,6
95,0,1,5
180,0,1,4
55,0,1,2
76,0,1,2
60,0,1,2
240,0,1,3
287,326,33,31
100,0,1,5
27,6,4,30
26,365,4,31
290,0,1,5
85,166,3,1
69,51,1,1
196,0,1,2
154,172,2,14
113,99,2,3
250,0,1,3
45,283,2,10
70,0,1,3
70,0,1,21
100,0,1,2
102,0,1,3
350,0,1,2
70,0,1,1
136,0,1,3
100,362,1,3
80,365,1,90
115,0,1,1
160,0,1,7
130,0,1,2
148,320,1,4
110,85,4,1
87,73,4,1
72,0,1,3
90,0,1,14
120,0,2,30
450,22,1,2
84,0,1,4
75,119,2,1
110,321,1,7
148,258,1,3
225,0,1,2
122,5,1,4
190,0,1,4
120,0,1,20
200,0,1,4
80,190,1,7
149,0,1,2
60,223,1,2
650,358,2,31
175,0,1,2
55,164,6,1
77,0,1,1
55,205,6,1
50,237,6,1
350,27,2,3
50,0,1,1
100,174,2,2
319,79,1,2
46,0,1,1
120,0,1,5
150,0,1,3
250,0,1,4
200,365,1,3
400,128,1,4
125,0,1,2
125,26,1,2
180,0,1,6
90,215,1,7
200,52,1,5
100,0,1,4
70,18,1,2
100,0,1,2
199,0,1,1
120,350,7,1
60,0,1,1
199,37,1,2
130,0,1,1
60,0,1,3
69,357,9,3
30,0,2,5
350,142,1,1
125,0,1,5
93,37,1,13
150,282,1,3
60,0,2,3
180,328,7,1
116,361,10,2
225,0,1,2
183,0,1,30
40,19,1,14
124,12,1,30
140,13,1,7
84,0,1,2
149,0,1,20
130,0,1,5
125,186,2,31
63,0,1,2
85,0,1,5
425,262,3,4
50,0,1,2
1500,342,1,3
215,0,1,4
60,175,1,5
200,355,2,7
125,0,1,4
135,9,1,3
250,0,1,5
32,21,4,1
85,6,2,1
195,0,1,2
352,13,1,4
225,0,1,2
60,88,5,2
35,36,1,25
87,0,1,4
230,0,1,5
60,104,2,2
90,0,1,3
274,315,1,2
69,0,1,6
65,78,1,3
278,0,1,2
60,0,1,1
79,0,1,2
100,179,1,2
500,363,1,1
100,0,1,2
210,148,1,5
180,65,1,3
165,62,5,3
225,4,1,5
150,0,1,7
90,0,1,3
77,0,1,1
145,207,14,30
60,0,1,3
250,176,1,2
90,87,2,1
220,127,1,2
46,7,1,4
55,0,1,1
250,0,1,2
55,318,3,7
225,345,1,3
120,5,2,3
89,52,1,2
40,362,5,3
69,16,2,3
55,347,3,15
152,0,1,2
57,95,2,30
57,56,2,1
37,343,3,2
37,348,3,2
42,0,2,3
100,0,1,1
226,127,1,2
60,0,1,2
300,194,1,3
85,0,1,14
165,0,1,2
390,0,1,2
80,0,1,3
150,72,1,3
225,152,2,1
69,316,2,5
61,50,3,5
100,0,1,5
399,221,3,4
90,74,1,13
40,0,1,2
60,46,1,3
165,0,1,2
212,10,1,5
200,11,1,3
180,0,2,3
115,325,1,1
185,147,91,30
130,189,1,7
165,217,1,1
160,30,1,2
185,261,4,30
170,0,1,3
50,0,1,5
250,31,1,14
150,281,1,5
90,0,1,5
70,0,1,5
210,54,1,1
113,90,2,1
97,0,1,2
85,190,2,3
550,249,1,1
85,0,2,3
260,0,1,2
100,0,1,1
37,329,6,30
85,64,2,1
85,0,4,3
100,36,1,2
65,76,1,2
90,0,1,1
115,319,15,30
160,236,1,2
325,240,1,30
65,0,1,4
80,13,1,1
80,0,1,299
90,126,1,3
150,66,1,2
125,0,1,4
65,0,3,5
150,83,1,30
200,24,2,3
80,365,1,1
125,0,1,2
139,82,1,4
43,0,1,7
45,0,1,10
198,300,1,1
40,0,1,2
50,78,4,31
60,23,2,5
75,0,1,1
35,0,1,3
162,19,1,2
50,157,1,5
49,0,1,2
75,104,1,2
50,13,1,1
130,0,1,3
75,0,1,2
60,35,1,2
125,92,1,25
80,0,1,4
120,7,1,5
150,120,1,3
37,0,1,7
250,0,1,3
130,10,1,2
69,0,1,14
75,0,1,20
100,0,1,1
120,77,1,2
40,0,1,2
300,45,1,5
70,364,6,1
300,365,1,360
160,9,1,2
60,365,6,2
70,0,6,1
55,0,1,1
94,0,1,1
105,0,1,1
50,0,1,1
87,72,9,3
299,0,1,2
100,0,1,3
44,0,1,1
52,0,1,22
80,0,1,2
55,0,1,2
81,356,8,3
185,15,1,5
60,0,1,4
37,30,4,7
70,0,2,1
69,0,1,2
191,5,1,2
80,0,2,2
250,16,1,4
70,0,1,2
45,0,1,5
33,0,1,14
200,19,1,3
135,340,16,30
49,33,1,5
190,0,1,2
80,0,1,4
225,1,2,5
120,52,1,2
130,0,1,2
75,0,1,2
157,0,1,1
120,365,6,2
72,0,2,1
150,42,1,3
110,269,2,3
70,3,1,30
179,197,3,2
45,154,1,2
95,0,1,8
120,0,1,30
450,2,1,4
140,37,1,2
89,125,2,3
88,0,1,3
55,24,1,1
50,0,1,1
95,0,1,1
124,308,1,2
180,264,1,30
165,247,7,3
102,0,1,10
100,0,1,4
88,208,1,2
200,0,1,2
127,1,1,4
133,171,2,2
49,0,1,1
35,0,1,1
69,102,2,2
250,83,1,7
35,36,1,7
375,178,1,4
135,5,1,2
175,342,50,30
175,365,50,30
60,0,1,3
125,0,1,7
140,177,2,1
80,5,2,2
160,0,1,2
70,0,2,2
145,221,2,6
225,79,1,2
68,0,1,3
90,0,1,3
102,0,1,2
60,83,1,15
400,0,1,3
49,65,11,6
70,0,1,5
150,286,6,30
119,0,1,3
10,0,1,1
375,75,1,2
175,0,1,3
132,198,1,24
200,0,1,14
150,344,50,30
45,0,1,2
150,178,1,1
55,0,1,2
60,0,2,3
250,0,1,2
36,81,2,2
59,0,1,1
39,0,1,1
130,333,20,30
99,0,1,3
50,328,1,1
155,0,1,2
166,89,1,1
40,0,1,1
135,90,2,3
40,0,1,3
140,8,1,4
120,0,1,1
37,138,3,2
50,0,1,10
103,0,2,1
125,0,2,1
120,230,6,2
65,0,2,3
79,56,1,1
189,0,1,2
250,336,1,1
100,172,1,1
105,0,1,1
36,0,1,2
45,0,1,3
70,0,1,4
99,216,1,3
95,22,2,2
48,242,1,2
126,11,1,10
135,43,1,2
100,66,1,2
126,0,1,2
150,89,2,3
49,43,1,1
88,46,9,3
139,93,1,2
65,0,1,3
40,0,3,4
250,0,1,10
93,90,18,1
125,2,1,2
85,69,1,4
210,50,1,7
60,42,2,7
100,0,1,1
278,0,6,3
75,0,6,2
85,0,1,3
99,0,1,5
35,0,1,5
60,56,3,5
225,2,1,3
112,0,1,14
250,237,1,3
60,5,2,3
62,21,1,1
99,187,6,2
250,165,1,2
150,14,1,5
180,73,1,3
265,345,33,31
173,0,1,2
60,0,2,2
85,359,1,1
150,0,1,3
250,0,1,2
28,0,1,2
60,0,1,2
25,319,4,1
256,166,1,2
70,0,1,4
70,0,1,5
105,0,3,6
65,0,1,1
40,341,1,90
85,0,1,5
72,0,1,10
40,0,1,2
80,13,1,3
230,0,1,2
119,0,2,1
389,80,3,1
180,0,1,2
40,0,1,3
300,83,1,5
135,4,2,3
139,0,1,3
50,188,1,1
54,0,1,1
38,0,1,3
99,157,3,1
99,342,3,1
82,323,2,2
65,0,1,10
65,69,4,1
225,30,1,2
75,0,1,30
120,70,1,28
165,179,1,1
149,0,2,2
52,0,1,4
248,262,1,3
44,0,1,2
150,330,1,1
89,40,2,2
350,0,1,5
900,296,1,1
275,5,1,2
200,32,1,20
115,0,1,2
100,84,1,3
91,205,1,30
200,250,1,2
39,0,2,3
275,213,2,1
70,0,2,2
50,20,1,1
79,69,1,3
80,82,1,2
127,250,7,90
110,26,1,3
167,326,1,3
145,0,1,2
174,123,1,2
119,0,1,1
62,175,1,1
65,0,1,1
60,356,4,1
50,0,1,21
139,178,1,3
200,363,3,3
130,0,2,2
43,301,2,6
80,0,1,2
180,0,1,2
54,63,12,1
75,0,1,3
176,0,2,2
49,0,1,7
200,0,1,4
95,199,1,4
80,0,1,3
63,39,12,1
32,343,4,7
32,320,4,7
275,293,1,3
70,0,1,5
70,249,4,1
400,180,1,3
100,0,1,2
125,0,1,2
100,8,1,1
220,325,49,30
36,0,1,7
100,0,1,1
175,142,1,2
93,73,2,1
150,178,2,2
85,0,1,1
499,365,1,30
60,0,1,1
175,0,1,3
129,0,2,3
225,278,2,5
68,0,1,3
250,0,1,1
49,22,1,7
77,0,3,2
400,0,1,2
80,0,1,1
340,83,1,3
135,302,1,2
220,239,1,1
2500,0,1,40
60,257,4,1
300,0,1,1
100,0,1,1
50,15,6,5
175,365,50,30
140,22,1,2
90,0,1,3
54,85,4,1
91,234,1,9
99,0,1,5
200,201,3,2
70,28,1,1
77,116,1,2
100,0,1,3
67,0,1,4
70,0,2,5
250,13,1,3
175,0,1,3
106,10,1,8
49,0,1,1
200,0,1,2
100,0,1,3
150,141,6,30
140,0,1,4
125,0,1,3
45,0,1,2
58,0,5,1
94,54,1,2
75,0,1,2
95,248,3,30
79,258,2,1
145,0,1,2
50,365,26,1
40,0,1,2
34,192,1,2
45,0,1,7
32,0,1,2
190,277,6,30
138,322,7,6
75,364,1,2
110,0,1,3
264,167,1,2
120,64,1,7
298,174,7,6
150,343,7,6
398,139,7,5
155,308,1,1
157,0,1,1
120,66,6,30
29,0,1,2
160,0,1,2
150,288,1,2
100,128,4,3
150,8,1,4
160,0,2,1
45,0,1,21
85,5,1,4
85,0,1,2
100,0,1,3
45,17,1,7
250,0,1,1
165,0,2,1
64,63,12,1
60,177,2,1
101,0,1,5
50,0,1,7
55,0,1,5
100,251,1,2
200,0,1,2
53,61,12,1
44,0,1,3
90,0,1,2
105,0,1,2
215,31,2,2
150,263,2,2
150,0,1,2
99,0,1,1
325,294,2,30
155,0,1,2
100,78,1,2
115,86,2,2
59,90,1,1
275,0,1,1
110,12,1,3
150,0,1,10
75,77,3,2
100,0,1,2
175,90,2,1
90,43,1,1
250,0,1,7
150,132,1,2
148,0,1,3
100,46,1,2
188,151,1,1
43,3,1,4
110,0,5,1
200,0,1,20
200,0,1,4
120,188,2,4
51,0,1,7
42,0,1,3
60,0,1,3
250,0,1,1
40,286,7,2
140,0,1,2
116,0,1,1
215,0,1,3
181,0,1,1
70,8,1,2
169,241,6,2
105,319,2,2
55,0,1,1
163,266,1,6
75,0,1,1
225,350,2,1
110,99,1,7
29,16,1,1
55,163,2,30
102,0,1,1
130,29,1,26
350,281,1,2
53,30,12,1
69,0,1,14
130,202,1,5
140,0,1,2
84,0,1,6
145,0,1,10
100,14,2,5
125,364,3,2
125,87,4,1
60,0,1,1
88,0,2,2
39,39,3,1
48,17,1,3
60,335,3,1
75,0,1,1
55,5,1,2
51,55,12,1
54,57,12,1
52,68,12,1
117,0,1,3
62,65,12,1
63,51,12,1
120,0,1,1
45,0,6,1
52,0,2,1
42,0,1,2
175,84,1,30
142,117,1,2
80,0,1,4
42,35,1,3
90,0,4,2
50,0,2,1
52,0,2,4
350,205,1,2
125,347,1,2
105,0,2,1
100,202,1,2
31,0,1,55
45,0,1,3
50,0,1,4
60,0,1,1
80,6,1,1
180,0,1,2
40,326,3,30
550,0,1,2
70,0,2,2
60,52,2,2
55,0,1,3
40,0,1,1
99,74,1,3
125,28,1,2
34,78,4,1
100,0,1,3
115,129,1,2
170,323,50,30
200,0,1,2
175,353,50,30
100,0,1,30
50,0,1,3
220,232,1,3
50,39,1,1
275,0,1,2
200,0,1,3
115,0,1,1
60,128,2,1
54,0,1,2
55,241,1,3
44,0,1,3
70,4,1,1
2500,179,3,2
135,3,2,4
138,0,1,7
115,0,1,2
70,365,2,1
150,94,1,2
150,0,2,30
170,0,1,1
140,153,6,30
400,87,1,15
95,0,1,3
50,0,1,1
65,0,1,1
102,0,1,2
175,0,1,5
275,0,1,2
145,267,1,2
700,124,1,4
239,266,3,5
65,103,1,2
250,333,1,4
90,79,1,3
85,171,2,2
170,9,1,2
60,0,1,1
50,89,2,1
60,0,1,3
152,0,1,3
62,318,1,2
70,55,1,4
99,20,1,2
150,0,1,2
100,56,1,2
110,358,2,1
60,0,1,2
700,0,1,2
100,0,1,3
73,0,1,3
100,60,1,3
58,42,1,3
200,0,1,1
70,0,1,2
140,267,6,30
45,14,1,6
98,0,1,2
150,157,2,2
80,0,1,10
299,27,1,4
60,0,1,3
51,0,1,5
140,36,1,2
150,3,1,30
150,0,1,3
70,0,1,1
40,0,1,3
45,0,1,1
67,179,1,2
290,299,2,30
150,0,1,3
159,358,16,30
77,0,1,3
175,0,1,2
85,120,1,1
1000,79,1,1
60,67,1,1
45,0,1,7
55,0,1,1
48,360,10,2
100,0,1,1
200,351,3,1
56,0,1,1
50,363,1,1
114,114,2,2
200,317,1,3
125,0,1,3
60,335,1,7
40,22,1,2
105,0,1,1
70,0,1,4
108,329,1,4
60,0,1,2
130,211,1,2
30,0,1,2
135,0,1,3
300,179,2,1
79,15,1,6
146,200,1,2
57,0,1,3
250,0,1,7
150,320,50,30
85,168,1,2
70,0,1,7
67,0,1,2
35,76,1,3
160,31,1,30
100,0,1,2
47,0,1,3
46,12,1,3
50,343,1,1
65,179,2,2
115,0,1,14
135,125,8,90
110,0,3,2
48,8,1,5
45,0,1,7
140,0,1,3
45,252,2,3
72,0,1,6
137,0,1,2
170,3,1,2
100,0,2,3
198,0,1,10
100,0,1,2
33,0,1,1
70,0,1,4
42,114,6,30
139,101,1,2
150,0,2,1
180,4,1,2
60,0,1,1
275,106,2,3
59,0,1,6
167,294,1,2
95,229,1,3
50,0,2,1
200,0,1,2
125,0,1,7
100,1,1,2
94,0,1,1
70,0,2,4
135,180,18,1
550,97,2,3
80,88,1,1
68,286,5,14
63,0,1,4
83,188,3,2
60,336,1,1
155,333,16,30
108,0,1,7
75,0,2,3
250,0,1,2
35,16,1,2
70,0,1,3
195,0,1,2
75,246,1,2
98,0,1,13
100,0,3,2
57,83,2,3
200,20,1,2
350,0,1,1
145,0,1,2
170,305,1,2
180,320,15,30
200,124,2,2
400,0,2,3
789,175,1,2
60,248,1,2
60,0,1,1
140,190,1,3
89,0,2,1
150,9,1,2
127,286,1,4
110,173,1,3
123,0,1,3
81,111,3,30
44,0,2,1
105,0,2,3
100,0,2,2
305,58,1,2
85,0,1,1
65,0,1,7
90,0,1,3
50,0,1,7
100,0,1,14
176,0,1,2
100,4,1,3
187,0,1,1
70,65,1,2
76,11,1,2
175,0,1,2
43,161,10,1
350,145,1,7
65,76,2,2
50,251,3,1
37,365,6,1
48,0,1,1
300,9,1,7
135,0,1,4
135,75,1,2
72,61,1,3
90,53,1,30
120,0,1,1
200,0,1,2
128,0,1,1
300,0,1,2
100,0,1,5
190,330,25,30
150,328,2,2
50,0,1,1
110,0,1,1
60,0,1,30
175,152,1,2
229,0,1,5
95,54,1,2
84,0,1,1
80,28,1,3
120,222,1,2
100,250,1,3
210,234,1,3
260,88,1,2
99,325,1,3
125,340,1,1
65,98,1,2
80,51,1,2
69,0,1,1
48,214,1,5
40,0,1,1
135,95,1,4
103,291,1,3
110,27,2,2
50,0,1,4
45,274,2,2
125,0,1,5
129,116,3,1
129,111,3,1
129,132,3,1
190,334,25,30
65,0,1,3
99,0,1,1
60,95,1,2
89,0,3,3
75,96,2,3
187,5,1,3
95,0,1,3
45,0,1,3
160,294,2,3
140,0,1,7
90,45,3,2
200,247,3,7
48,111,2,3
69,0,1,4
45,7,11,1
90,89,3,4
45,0,1,1
110,244,1,30
40,0,1,5
50,0,1,1
180,83,1,30
45,0,1,12
125,0,1,5
325,2,1,3
55,24,3,1
39,0,1,3
85,0,1,2
80,0,1,5
124,63,1,1
120,0,1,3
120,0,1,3
198,0,1,20
55,0,1,3
100,0,1,7
225,0,1,2
60,0,1,2
57,0,2,1
95,67,1,3
600,0,1,1
200,0,1,3
80,358,2,1
116,0,1,3
75,0,1,3
45,0,2,1
50,0,1,8
150,36,1,6
120,128,1,2
99,0,1,7
325,0,1,7
150,0,1,3
500,0,2,1
210,0,1,2
55,0,1,2
108,0,1,1
50,0,1,3
72,223,7,90
33,197,6,4
500,0,1,3
42,202,6,30
87,31,1,4
45,54,1,1
150,158,1,1
170,323,1,3
75,53,3,6
200,127,1,2
115,0,1,2
165,0,1,6
60,0,1,3
59,0,1,2
49,258,7,1
150,0,1,3
77,0,1,5
99,0,1,2
120,2,1,2
85,363,1,1
175,0,1,3
60,0,1,1
250,6,1,5
30,0,1,14
99,24,1,2
42,74,6,30
90,170,1,2
48,0,1,7
55,0,1,1
40,7,1,14
200,27,1,2
100,0,1,1
107,90,1,2
175,0,1,3
150,0,1,7
225,286,25,30
27,112,3,1
101,0,1,2
255,254,25,30
320,261,25,30
87,0,2,2
60,0,1,3
199,297,2,10
320,249,4,1
88,0,1,3
115,0,2,1
85,0,1,2
83,0,1,14
176,0,1,3
100,0,2,1
100,0,2,2
135,354,5,2
150,64,1,6
250,0,1,5
125,3,1,7
160,0,1,3
95,111,1,4
250,118,1,4
175,0,1,2
150,65,11,30
192,0,1,1
69,0,1,7
110,18,1,14
92,0,1,4
95,13,1,3
280,84,1,3
275,0,2,3
60,0,2,3
110,350,1,3
80,364,1,6
65,155,4,1
89,0,1,1
200,0,1,3
59,342,8,1
55,332,8,1
60,320,8,1
199,266,5,2
120,0,1,1
35,0,1,2
79,353,3,1
65,2,2,3
65,0,1,1
85,49,1,5
250,289,1,2
246,365,1,1
150,365,50,30
250,87,1,3
34,293,7,4
80,0,1,4
35,346,7,4
75,0,1,2
33,356,7,3
130,337,20,30
350,365,2,1
60,353,1,2
150,48,1,2
65,81,1,21
150,365,50,30
100,0,2,1
219,338,1,1
90,0,1,2
46,4,1,2
200,35,1,2
160,123,1,2
599,0,1,1
350,54,1,5
88,0,1,1
105,89,1,1
175,24,1,3
80,90,1,5
105,19,1,10
160,339,20,30
160,0,1,6
200,0,1,3
97,85,1,2
89,0,1,4
225,90,1,10
130,311,20,30
50,0,1,14
125,0,2,1
149,74,1,4
200,179,1,1
60,0,1,7
200,0,1,2
65,0,1,5
55,0,2,3
78,237,4,7
275,0,1,5
140,0,2,10
214,211,1,5
65,328,1,1
75,0,1,2
45,296,8,1
95,338,2,2
65,188,26,30
111,51,1,1
210,0,1,5
100,0,1,2
145,333,2,1
50,7,1,15
280,0,1,3
136,0,1,2
585,225,1,3
200,0,1,2
180,0,1,3
40,37,5,1
40,36,5,1
56,22,1,1
795,268,1,2
135,310,1,2
130,186,1,30
80,0,1,2
110,64,3,3
50,0,1,1
298,192,1,3
55,0,1,2
110,0,1,2
145,0,1,2
87,0,1,2
100,2,1,3
125,0,1,1
115,18,1,3
50,11,1,5
43,89,3,10
449,352,3,1
26,342,2,1
38,7,2,20
110,0,2,2
32,0,1,5
149,0,1,5
130,142,1,2
75,0,1,3
350,0,1,2
62,0,1,2
110,0,1,3
80,0,1,1
120,0,1,1
57,0,1,1
239,3,1,2
84,321,6,1
44,153,4,30
100,58,1,1
500,276,1,6
46,220,4,30
140,244,15,30
41,211,4,30
35,311,26,2
114,140,1,1
57,3,2,2
40,188,2,4
60,58,1,2
137,233,1,14
150,5,1,5
80,2,2,5
33,63,2,10
50,0,2,1
65,0,1,1
55,0,2,2
39,0,1,1
150,0,1,2
197,16,1,4
65,325,4,2
50,0,5,3
50,341,4,2
130,0,2,3
200,95,1,4
45,0,2,3
66,0,1,1
60,328,1,2
399,65,9,4
90,0,1,5
33,0,2,1
75,0,1,4
279,174,1,1
120,0,1,4
51,262,4,30
130,239,3,2
90,0,1,4
100,0,1,1
47,59,1,1
85,0,1,3
99,331,2,1
120,0,1,5
60,0,5,3
29,137,3,1
170,0,1,7
45,0,1,3
70,132,1,1
198,0,1,7
87,0,1,2
80,0,1,1
250,0,2,1
152,146,1,2
95,0,1,3
1795,116,1,1
210,0,1,2
135,247,2,4
69,7,1,3
55,88,1,2
90,0,1,26
45,79,1,5
80,0,1,2
37,365,6,1
130,0,1,4
275,335,1,2
150,92,1,4
200,253,1,2
230,5,1,5
65,0,1,20
149,0,1,3
690,0,2,3
53,0,1,12
245,0,1,3
70,0,2,4
275,0,1,2
113,0,1,5
56,0,1,2
268,154,2,3
75,0,1,12
82,0,2,15
65,0,1,1
71,0,1,7
89,334,4,1
59,351,3,3
50,0,1,1
100,0,1,5
55,0,1,3
69,0,1,2
35,0,1,1
108,0,1,3
100,0,1,1
75,347,4,1
99,0,2,3
80,0,1,25
158,28,1,2
50,0,2,1
250,0,1,5
100,0,1,5
299,116,1,3
65,0,1,2
175,0,1,1
90,0,1,2
120,0,2,2
150,25,1,3
61,0,1,3
175,22,2,1
150,0,1,2
80,154,1,3
100,81,1,14
75,175,1,1
